image,instrument,intensity,filepath
ASax-ord-C#3-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-C#3-ff-N-N.png
ASax-ord-D#5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-D#5-mf-N-N.png
ASax-ord-A#4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-A#4-ff-N-N.png
ASax-ord-D#4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-D#4-pp-N-N.png
ASax-ord-F#5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-F#5-pp-N-N.png
ASax-ord-F5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F5-mf-N-N.png
ASax-ord-G4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-G4-ff-N-N.png
ASax-ord-F#5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-F#5-pp-N-N.png
ASax-ord-C4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-C4-mf-N-N.png
ASax-ord-D#5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-D#5-ff-N-N.png
ASax-ord-B4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-B4-pp-N-N.png
ASax-ord-A#4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-A#4-mf-N-N.png
ASax-ord-C#5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-C#5-mf-N-N.png
ASax-ord-D#5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-D#5-ff-N-N.png
ASax-ord-C#3-pp-N-T11d.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-C#3-pp-N-T11d.png
ASax-ord-E5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-E5-mf-N-N.png
ASax-ord-E4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-E4-pp-N-N.png
ASax-ord-C5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-C5-ff-N-N.png
ASax-ord-C5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-C5-ff-N-N.png
ASax-ord-G4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-G4-pp-N-N.png
ASax-ord-E5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-E5-ff-N-N.png
ASax-ord-C#5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-C#5-mf-N-N.png
ASax-ord-G3-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-G3-mf-N-N.png
ASax-ord-F5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F5-mf-N-N.png
ASax-ord-F#3-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-F#3-pp-N-N.png
ASax-ord-A#4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-A#4-pp-N-N.png
ASax-ord-D#4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-D#4-mf-N-N.png
ASax-ord-D#4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-D#4-ff-N-N.png
ASax-ord-F#4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F#4-mf-N-N.png
ASax-ord-E4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-E4-pp-N-N.png
ASax-ord-G#4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-G#4-ff-N-N.png
ASax-ord-G4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-G4-pp-N-N.png
ASax-ord-C#5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-C#5-mf-N-N.png
ASax-ord-A#4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-A#4-mf-N-N.png
ASax-ord-A3-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-A3-pp-N-N.png
ASax-ord-C#3-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-C#3-ff-N-N.png
ASax-ord-D#3-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-D#3-mf-N-N.png
ASax-ord-G4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-G4-mf-N-N.png
ASax-ord-F4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-F4-pp-N-N.png
ASax-ord-A5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-A5-pp-N-N.png
ASax-ord-A#3-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-A#3-ff-N-N.png
ASax-ord-C#4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-C#4-pp-N-N.png
ASax-ord-A5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-A5-ff-N-N.png
ASax-ord-F5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F5-mf-N-N.png
ASax-ord-D#5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-D#5-mf-N-N.png
ASax-ord-D#4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-D#4-pp-N-N.png
ASax-ord-C5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-C5-mf-N-N.png
ASax-ord-A#4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-A#4-ff-N-N.png
ASax-ord-D5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-D5-ff-N-N.png
ASax-ord-F5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F5-mf-N-N.png
ASax-ord-G#3-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-G#3-pp-N-N.png
ASax-ord-A3-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-A3-ff-N-N.png
ASax-ord-F#4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-F#4-pp-N-N.png
ASax-ord-A5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-A5-ff-N-N.png
ASax-ord-C#5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-C#5-mf-N-N.png
ASax-ord-C5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-C5-mf-N-N.png
ASax-ord-A3-mf-N-R100d.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-A3-mf-N-R100d.png
ASax-ord-F#5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F#5-mf-N-N.png
ASax-ord-D4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-D4-ff-N-N.png
ASax-ord-A5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-A5-ff-N-N.png
ASax-ord-G4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-G4-mf-N-N.png
ASax-ord-F#5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-F#5-ff-N-N.png
ASax-ord-E5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-E5-ff-N-N.png
ASax-ord-D#5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-D#5-ff-N-N.png
ASax-ord-D#5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-D#5-mf-N-N.png
ASax-ord-G4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-G4-pp-N-N.png
ASax-ord-D5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-D5-pp-N-N.png
ASax-ord-G3-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-G3-pp-N-N.png
ASax-ord-B4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-B4-ff-N-N.png
ASax-ord-C#3-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-C#3-ff-N-N.png
ASax-ord-D#5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-D#5-pp-N-N.png
ASax-ord-F5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F5-mf-N-N.png
ASax-ord-F4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F4-mf-N-N.png
ASax-ord-D3-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-D3-mf-N-N.png
ASax-ord-A#4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-A#4-ff-N-N.png
ASax-ord-A3-mf-N-R100d.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-A3-mf-N-R100d.png
ASax-ord-D#4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-D#4-mf-N-N.png
ASax-ord-B3-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-B3-pp-N-N.png
ASax-ord-F#4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F#4-mf-N-N.png
ASax-ord-G#5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-G#5-pp-N-N.png
ASax-ord-C#3-pp-N-T11d.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-C#3-pp-N-T11d.png
ASax-ord-G4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-G4-ff-N-N.png
ASax-ord-G4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-G4-pp-N-N.png
ASax-ord-A3-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-A3-ff-N-N.png
ASax-ord-C#3-pp-N-T11d.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-C#3-pp-N-T11d.png
ASax-ord-F#4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F#4-mf-N-N.png
ASax-ord-D3-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-D3-pp-N-N.png
ASax-ord-D#4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-D#4-ff-N-N.png
ASax-ord-A3-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-A3-ff-N-N.png
ASax-ord-F#5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-F#5-ff-N-N.png
ASax-ord-F5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F5-mf-N-N.png
ASax-ord-F5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-F5-ff-N-N.png
ASax-ord-F#3-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-F#3-ff-N-N.png
ASax-ord-G4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-G4-pp-N-N.png
ASax-ord-D#4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-D#4-mf-N-N.png
ASax-ord-A#4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-A#4-pp-N-N.png
ASax-ord-B4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-B4-ff-N-N.png
ASax-ord-D4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-D4-mf-N-N.png
ASax-ord-E5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-E5-pp-N-N.png
ASax-ord-F#5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-F#5-ff-N-N.png
ASax-ord-G4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-G4-pp-N-N.png
ASax-ord-A4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-A4-pp-N-N.png
ASax-ord-C5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-C5-pp-N-N.png
ASax-ord-C5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-C5-pp-N-N.png
ASax-ord-D#3-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-D#3-pp-N-N.png
ASax-ord-E3-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-E3-ff-N-N.png
ASax-ord-B4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-B4-mf-N-N.png
ASax-ord-D4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-D4-ff-N-N.png
ASax-ord-D#4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-D#4-mf-N-N.png
ASax-ord-D3-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-D3-mf-N-N.png
ASax-ord-D4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-D4-pp-N-N.png
ASax-ord-C#5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-C#5-pp-N-N.png
ASax-ord-C5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-C5-ff-N-N.png
ASax-ord-E3-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-E3-pp-N-N.png
ASax-ord-C#3-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-C#3-mf-N-N.png
ASax-ord-A#4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-A#4-pp-N-N.png
ASax-ord-D#5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-D#5-ff-N-N.png
ASax-ord-C#5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-C#5-ff-N-N.png
ASax-ord-F#5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F#5-mf-N-N.png
ASax-ord-C#3-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-C#3-mf-N-N.png
ASax-ord-E3-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-E3-pp-N-N.png
ASax-ord-E4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-E4-mf-N-N.png
ASax-ord-D3-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-D3-pp-N-N.png
ASax-ord-F5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F5-mf-N-N.png
ASax-ord-B3-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-B3-mf-N-N.png
ASax-ord-D3-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-D3-pp-N-N.png
ASax-ord-C4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-C4-mf-N-N.png
ASax-ord-F#3-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F#3-mf-N-N.png
ASax-ord-C5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-C5-pp-N-N.png
ASax-ord-F#3-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F#3-mf-N-N.png
ASax-ord-D#5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-D#5-mf-N-N.png
ASax-ord-C#5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-C#5-pp-N-N.png
ASax-ord-F5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-F5-pp-N-N.png
ASax-ord-G#3-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-G#3-pp-N-N.png
ASax-ord-F4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F4-mf-N-N.png
ASax-ord-D#4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-D#4-pp-N-N.png
ASax-ord-A4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-A4-ff-N-N.png
ASax-ord-B4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-B4-ff-N-N.png
ASax-ord-E3-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-E3-mf-N-N.png
ASax-ord-G#5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-G#5-pp-N-N.png
ASax-ord-G#3-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-G#3-mf-N-N.png
ASax-ord-E5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-E5-pp-N-N.png
ASax-ord-A3-mf-N-R100d.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-A3-mf-N-R100d.png
ASax-ord-A#4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-A#4-ff-N-N.png
ASax-ord-D#3-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-D#3-pp-N-N.png
ASax-ord-D#5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-D#5-pp-N-N.png
ASax-ord-F#4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-F#4-pp-N-N.png
ASax-ord-D5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-D5-ff-N-N.png
ASax-ord-D#3-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-D#3-mf-N-N.png
ASax-ord-A#4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-A#4-ff-N-N.png
ASax-ord-A5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-A5-mf-N-N.png
ASax-ord-G#3-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-G#3-mf-N-N.png
ASax-ord-E5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-E5-pp-N-N.png
ASax-ord-C5-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-C5-ff-N-N.png
ASax-ord-F#4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F#4-mf-N-N.png
ASax-ord-G#4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-G#4-ff-N-N.png
ASax-ord-G5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-G5-mf-N-N.png
ASax-ord-A5-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-A5-pp-N-N.png
ASax-ord-D4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-D4-mf-N-N.png
ASax-ord-B4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-B4-pp-N-N.png
ASax-ord-G#4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-G#4-ff-N-N.png
ASax-ord-D#3-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-D#3-ff-N-N.png
ASax-ord-E5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-E5-mf-N-N.png
ASax-ord-F#5-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-F#5-mf-N-N.png
ASax-ord-A#4-mf-N-N.png,Alto Saxophone,mf,mel_spectrograms/ASax-ord-A#4-mf-N-N.png
ASax-ord-A#3-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-A#3-pp-N-N.png
ASax-ord-B4-pp-N-N.png,Alto Saxophone,pp,mel_spectrograms/ASax-ord-B4-pp-N-N.png
ASax-ord-C4-ff-N-N.png,Alto Saxophone,ff,mel_spectrograms/ASax-ord-C4-ff-N-N.png
BTb-ord-A#3-mf-N-T14u.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-A#3-mf-N-T14u.png
BTb-ord-G#1-mf-N-T18u.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-G#1-mf-N-T18u.png
BTb-ord-G#1-mf-N-T18u.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-G#1-mf-N-T18u.png
BTb-ord-A#2-pp-N-N.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-A#2-pp-N-N.png
BTb-ord-B3-pp-N-T14d.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-B3-pp-N-T14d.png
BTb-ord-A#1-ff-N-T30d.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-A#1-ff-N-T30d.png
BTb-ord-A2-ff-N-N.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-A2-ff-N-N.png
BTb-ord-A1-ff-N-T19d.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-A1-ff-N-T19d.png
BTb-ord-C#4-mf-N-N.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-C#4-mf-N-N.png
BTb-ord-G#3-pp-N-N.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-G#3-pp-N-N.png
BTb-ord-D#2-pp-N-T11u.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-D#2-pp-N-T11u.png
BTb-ord-F#3-mf-N-N.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-F#3-mf-N-N.png
BTb-ord-E3-ff-N-T16u.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-E3-ff-N-T16u.png
BTb-ord-E3-pp-N-N.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-E3-pp-N-N.png
BTb-ord-E4-mf-N-T11d.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-E4-mf-N-T11d.png
BTb-ord-B2-ff-N-N.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-B2-ff-N-N.png
BTb-ord-F#1-ff-N-N.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-F#1-ff-N-N.png
BTb-ord-D#4-mf-N-N.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-D#4-mf-N-N.png
BTb-ord-D3-pp-N-N.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-D3-pp-N-N.png
BTb-ord-D3-pp-N-N.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-D3-pp-N-N.png
BTb-ord-G#1-mf-N-T18u.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-G#1-mf-N-T18u.png
BTb-ord-G#3-mf-N-T11u.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-G#3-mf-N-T11u.png
BTb-ord-G#1-pp-N-T16u.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-G#1-pp-N-T16u.png
BTb-ord-C3-mf-N-T28u.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-C3-mf-N-T28u.png
BTb-ord-G#2-mf-N-T26u.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-G#2-mf-N-T26u.png
BTb-ord-D4-pp-N-N.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-D4-pp-N-N.png
BTb-ord-C3-mf-N-T28u.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-C3-mf-N-T28u.png
BTb-ord-C4-mf-N-N.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-C4-mf-N-N.png
BTb-ord-A#3-pp-N-T13d.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-A#3-pp-N-T13d.png
BTb-ord-C4-mf-N-N.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-C4-mf-N-N.png
BTb-ord-D2-pp-N-T18u.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-D2-pp-N-T18u.png
BTb-ord-G#3-pp-N-N.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-G#3-pp-N-N.png
BTb-ord-F#2-ff-N-N.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-F#2-ff-N-N.png
BTb-ord-A2-pp-N-T15u.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-A2-pp-N-T15u.png
BTb-ord-F4-pp-N-N.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-F4-pp-N-N.png
BTb-ord-F4-mf-N-N.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-F4-mf-N-N.png
BTb-ord-E2-pp-N-T25u.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-E2-pp-N-T25u.png
BTb-ord-A#2-ff-N-T19u.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-A#2-ff-N-T19u.png
BTb-ord-D2-pp-N-T18u.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-D2-pp-N-T18u.png
BTb-ord-G2-mf-N-T15u.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-G2-mf-N-T15u.png
BTb-ord-C4-ff-N-N.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-C4-ff-N-N.png
BTb-ord-D4-mf-N-N.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-D4-mf-N-N.png
BTb-ord-C2-pp-N-T13d.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-C2-pp-N-T13d.png
BTb-ord-C#2-mf-N-N.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-C#2-mf-N-N.png
BTb-ord-G3-mf-N-T14u.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-G3-mf-N-T14u.png
BTb-ord-A#3-ff-N-N.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-A#3-ff-N-N.png
BTb-ord-A1-mf-N-T33u.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-A1-mf-N-T33u.png
BTb-ord-F2-ff-N-T15u.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-F2-ff-N-T15u.png
BTb-ord-G3-pp-N-T14d.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-G3-pp-N-T14d.png
BTb-ord-D2-pp-N-T18u.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-D2-pp-N-T18u.png
BTb-ord-F#2-pp-N-T14u.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-F#2-pp-N-T14u.png
BTb-ord-B2-mf-N-T17u.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-B2-mf-N-T17u.png
BTb-ord-F#1-pp-N-N.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-F#1-pp-N-N.png
BTb-ord-G#3-ff-N-N.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-G#3-ff-N-N.png
BTb-ord-F#3-ff-N-N.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-F#3-ff-N-N.png
BTb-ord-D4-mf-N-N.png,Bass Tuba,mf,mel_spectrograms/BTb-ord-D4-mf-N-N.png
BTb-ord-F3-pp-N-N.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-F3-pp-N-N.png
BTb-ord-E3-pp-N-N.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-E3-pp-N-N.png
BTb-ord-D3-ff-N-T15u.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-D3-ff-N-T15u.png
BTb-ord-B2-pp-N-T11d.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-B2-pp-N-T11d.png
BTb-ord-D4-ff-N-N.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-D4-ff-N-N.png
BTb-ord-F#3-pp-N-N.png,Bass Tuba,pp,mel_spectrograms/BTb-ord-F#3-pp-N-N.png
BTb-ord-C#3-ff-N-N.png,Bass Tuba,ff,mel_spectrograms/BTb-ord-C#3-ff-N-N.png
