image,instrument,intensity
ASax-ord-D#5-ff-N-N.png,Alto Saxophone,ff
ASax-ord-E5-ff-N-N.png,Alto Saxophone,ff
ASax-ord-F5-ff-N-N.png,Alto Saxophone,ff
ASax-ord-F#5-ff-N-N.png,Alto Saxophone,ff
ASax-ord-G5-ff-N-N.png,Alto Saxophone,ff
ASax-ord-G#5-ff-N-N.png,Alto Saxophone,ff
ASax-ord-A5-ff-N-N.png,Alto Saxophone,ff
Bn-ord-A#1-pp-N-N.png,Bassoon,pp
Bn-ord-B1-pp-N-T11d.png,Bassoon,pp
Bn-ord-C2-pp-N-T11d_R100u.png,Bassoon,pp
Bn-ord-C#2-pp-N-N.png,Bassoon,pp
Bn-ord-D2-pp-N-N.png,Bassoon,pp
Bn-ord-D#2-pp-N-N.png,Bassoon,pp
Bn-ord-E2-pp-N-N.png,Bassoon,pp
Bn-ord-F2-pp-N-T17d.png,Bassoon,pp
Bn-ord-F#2-pp-N-T12d.png,Bassoon,pp
Bn-ord-G2-pp-N-N.png,Bassoon,pp
Bn-ord-G#2-pp-N-T16d.png,Bassoon,pp
Bn-ord-A2-pp-N-N.png,Bassoon,pp
Bn-ord-A#2-pp-N-N.png,Bassoon,pp
Bn-ord-B2-pp-N-N.png,Bassoon,pp
Bn-ord-C3-pp-N-T15d.png,Bassoon,pp
Bn-ord-C#3-pp-N-N.png,Bassoon,pp
Bn-ord-D3-pp-N-T13d.png,Bassoon,pp
Bn-ord-D#3-pp-N-N.png,Bassoon,pp
Bn-ord-E3-pp-N-T13d.png,Bassoon,pp
Bn-ord-F3-pp-N-T15d.png,Bassoon,pp
Bn-ord-F#3-pp-N-T23d.png,Bassoon,pp
Bn-ord-G3-pp-N-N.png,Bassoon,pp
Bn-ord-G#3-pp-N-T19d.png,Bassoon,pp
Bn-ord-A3-pp-N-T11d.png,Bassoon,pp
Bn-ord-A#3-pp-N-N.png,Bassoon,pp
Bn-ord-B3-pp-N-N.png,Bassoon,pp
Bn-ord-C4-pp-N-N.png,Bassoon,pp
Bn-ord-C#4-pp-N-N.png,Bassoon,pp
Bn-ord-D4-pp-N-N.png,Bassoon,pp
Bn-ord-D#4-pp-N-N.png,Bassoon,pp
Bn-ord-E4-pp-N-N.png,Bassoon,pp
Bn-ord-F4-pp-N-N.png,Bassoon,pp
Bn-ord-F#4-pp-N-N.png,Bassoon,pp
Bn-ord-G4-pp-N-N.png,Bassoon,pp
Bn-ord-G#4-pp-N-N.png,Bassoon,pp
Bn-ord-A4-pp-N-N.png,Bassoon,pp
Bn-ord-A#4-pp-N-T13u.png,Bassoon,pp
Bn-ord-B4-pp-N-N.png,Bassoon,pp
Bn-ord-C5-pp-N-N.png,Bassoon,pp
Bn-ord-C#5-pp-N-N.png,Bassoon,pp
Bn-ord-D5-pp-N-N.png,Bassoon,pp
Bn-ord-D#5-pp-N-N.png,Bassoon,pp
Bn-ord-A#1-mf-N-N.png,Bassoon,mf
Bn-ord-B1-mf-N-N.png,Bassoon,mf
Bn-ord-C2-mf-N-N.png,Bassoon,mf
Bn-ord-C#2-mf-N-N.png,Bassoon,mf
Bn-ord-D2-mf-N-N.png,Bassoon,mf
Bn-ord-D#2-mf-N-N.png,Bassoon,mf
Bn-ord-E2-mf-N-T10u.png,Bassoon,mf
Bn-ord-F2-mf-N-N.png,Bassoon,mf
Bn-ord-F#2-mf-N-N.png,Bassoon,mf
Bn-ord-G2-mf-N-T10d.png,Bassoon,mf
Bn-ord-G#2-mf-N-R100d.png,Bassoon,mf
Bn-ord-A2-mf-N-N.png,Bassoon,mf
Bn-ord-A#2-mf-N-T11u.png,Bassoon,mf
Bn-ord-B2-mf-N-N.png,Bassoon,mf
Bn-ord-C3-mf-N-R100u.png,Bassoon,mf
Bn-ord-C#3-mf-N-R100d.png,Bassoon,mf
Bn-ord-D3-mf-N-N.png,Bassoon,mf
Bn-ord-D#3-mf-N-N.png,Bassoon,mf
Bn-ord-E3-mf-N-T11d.png,Bassoon,mf
Bn-ord-F3-mf-N-N.png,Bassoon,mf
Bn-ord-F#3-mf-N-T16d.png,Bassoon,mf
Bn-ord-G3-mf-N-N.png,Bassoon,mf
Bn-ord-G#3-mf-N-N.png,Bassoon,mf
Bn-ord-A3-mf-N-N.png,Bassoon,mf
Bn-ord-A#3-mf-N-N.png,Bassoon,mf
Bn-ord-B3-mf-N-N.png,Bassoon,mf
Bn-ord-C4-mf-N-N.png,Bassoon,mf
Bn-ord-C#4-mf-N-N.png,Bassoon,mf
Bn-ord-D4-mf-N-N.png,Bassoon,mf
Bn-ord-D#4-mf-N-N.png,Bassoon,mf
Bn-ord-E4-mf-N-N.png,Bassoon,mf
Bn-ord-F4-mf-N-N.png,Bassoon,mf
Bn-ord-F#4-mf-N-N.png,Bassoon,mf
Bn-ord-G4-mf-N-N.png,Bassoon,mf
Bn-ord-G#4-mf-N-R100u.png,Bassoon,mf
Bn-ord-A4-mf-N-T14u_R100d.png,Bassoon,mf
Bn-ord-A#4-mf-N-T14u.png,Bassoon,mf
Bn-ord-B4-mf-N-N.png,Bassoon,mf
Bn-ord-C5-mf-N-N.png,Bassoon,mf
Bn-ord-C#5-mf-N-N.png,Bassoon,mf
Bn-ord-D5-mf-N-N.png,Bassoon,mf
Bn-ord-D#5-mf-N-N.png,Bassoon,mf
Bn-ord-A#1-ff-N-N.png,Bassoon,ff
Bn-ord-B1-ff-N-N.png,Bassoon,ff
Bn-ord-C2-ff-N-N.png,Bassoon,ff
Bn-ord-C#2-ff-N-N.png,Bassoon,ff
Bn-ord-D2-ff-N-N.png,Bassoon,ff
Bn-ord-D#2-ff-N-T17d.png,Bassoon,ff
Bn-ord-E2-ff-N-N.png,Bassoon,ff
Bn-ord-F2-ff-N-T10d.png,Bassoon,ff
Bn-ord-F#2-ff-N-N.png,Bassoon,ff
Bn-ord-G2-ff-N-N.png,Bassoon,ff
Bn-ord-G#2-ff-N-N.png,Bassoon,ff
Bn-ord-A2-ff-N-T11d.png,Bassoon,ff
Bn-ord-A#2-ff-N-N.png,Bassoon,ff
Bn-ord-B2-ff-N-N.png,Bassoon,ff
Bn-ord-C3-ff-N-T12d.png,Bassoon,ff
Bn-ord-C#3-ff-N-N.png,Bassoon,ff
Bn-ord-D3-ff-N-T11d.png,Bassoon,ff
Bn-ord-D#3-ff-N-N.png,Bassoon,ff
Bn-ord-E3-ff-N-R100u.png,Bassoon,ff
Bn-ord-F3-ff-N-T10d.png,Bassoon,ff
Bn-ord-F#3-ff-N-T13d.png,Bassoon,ff
Bn-ord-G3-ff-N-N.png,Bassoon,ff
Bn-ord-G#3-ff-N-N.png,Bassoon,ff
Bn-ord-A3-ff-N-T14d.png,Bassoon,ff
Bn-ord-A#3-ff-N-N.png,Bassoon,ff
Bn-ord-B3-ff-N-N.png,Bassoon,ff
Bn-ord-C4-ff-N-N.png,Bassoon,ff
Bn-ord-C#4-ff-N-N.png,Bassoon,ff
Bn-ord-D4-ff-N-N.png,Bassoon,ff
Bn-ord-D#4-ff-N-N.png,Bassoon,ff
Bn-ord-E4-ff-N-N.png,Bassoon,ff
Bn-ord-F4-ff-N-N.png,Bassoon,ff
Bn-ord-F#4-ff-N-N.png,Bassoon,ff
Bn-ord-G4-ff-N-N.png,Bassoon,ff
Bn-ord-G#4-ff-N-N.png,Bassoon,ff
Bn-ord-A4-ff-N-N.png,Bassoon,ff
Bn-ord-A#4-ff-N-T11u.png,Bassoon,ff
Bn-ord-B4-ff-N-N.png,Bassoon,ff
Bn-ord-C5-ff-N-N.png,Bassoon,ff
Bn-ord-C#5-ff-N-N.png,Bassoon,ff
Bn-ord-D5-ff-N-N.png,Bassoon,ff
Bn-ord-D#5-ff-N-T14d.png,Bassoon,ff
ClBb-ord-D3-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-D#3-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-E3-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-F3-pp-N-T10d.png,Clarinet in Bb,pp
ClBb-ord-F#3-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-G3-pp-N-T12d.png,Clarinet in Bb,pp
ClBb-ord-G#3-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-A3-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-A#3-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-B3-pp-N-T12d.png,Clarinet in Bb,pp
ClBb-ord-C4-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-C#4-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-D4-pp-N-T12d.png,Clarinet in Bb,pp
ClBb-ord-D#4-pp-N-T12d.png,Clarinet in Bb,pp
ClBb-ord-E4-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-F4-pp-N-T14d.png,Clarinet in Bb,pp
ClBb-ord-F#4-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-G4-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-G#4-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-A4-pp-N-T13d.png,Clarinet in Bb,pp
ClBb-ord-A#4-pp-N-T15d.png,Clarinet in Bb,pp
ClBb-ord-B4-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-C5-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-C#5-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-D5-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-D#5-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-E5-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-F5-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-F#5-pp-N-T11d.png,Clarinet in Bb,pp
ClBb-ord-G5-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-G#5-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-A5-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-A#5-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-B5-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-C6-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-C#6-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-D6-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-D#6-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-E6-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-F6-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-F#6-pp-N-T16d.png,Clarinet in Bb,pp
ClBb-ord-G6-pp-N-N.png,Clarinet in Bb,pp
ClBb-ord-D3-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-D#3-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-E3-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-F3-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-F#3-mf-N-T15d.png,Clarinet in Bb,mf
ClBb-ord-G3-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-G#3-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-A3-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-A#3-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-B3-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-C4-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-C#4-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-D4-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-D#4-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-E4-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-F4-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-F#4-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-G4-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-G#4-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-A4-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-A#4-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-B4-mf-N-T12u.png,Clarinet in Bb,mf
ClBb-ord-C5-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-C#5-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-D5-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-D#5-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-E5-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-F5-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-F#5-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-G5-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-G#5-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-A5-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-A#5-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-B5-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-C6-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-C#6-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-D6-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-D#6-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-E6-mf-N-T19d.png,Clarinet in Bb,mf
ClBb-ord-F6-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-F#6-mf-N-T10u.png,Clarinet in Bb,mf
ClBb-ord-G6-mf-N-N.png,Clarinet in Bb,mf
ClBb-ord-D3-ff-N-T31u.png,Clarinet in Bb,ff
ClBb-ord-D#3-ff-N-T35u.png,Clarinet in Bb,ff
ClBb-ord-E3-ff-N-T20u.png,Clarinet in Bb,ff
ClBb-ord-F3-ff-N-T16u.png,Clarinet in Bb,ff
ClBb-ord-F#3-ff-N-T21u.png,Clarinet in Bb,ff
ClBb-ord-G3-ff-N-T20u.png,Clarinet in Bb,ff
ClBb-ord-G#3-ff-N-T19u.png,Clarinet in Bb,ff
ClBb-ord-A3-ff-N-T22u.png,Clarinet in Bb,ff
ClBb-ord-A#3-ff-N-T13u.png,Clarinet in Bb,ff
ClBb-ord-B3-ff-N-T16u.png,Clarinet in Bb,ff
ClBb-ord-C4-ff-N-T33u.png,Clarinet in Bb,ff
ClBb-ord-C#4-ff-N-T15u.png,Clarinet in Bb,ff
ClBb-ord-D4-ff-N-T19u.png,Clarinet in Bb,ff
ClBb-ord-D#4-ff-N-T20u.png,Clarinet in Bb,ff
ClBb-ord-E4-ff-N-T30u.png,Clarinet in Bb,ff
ClBb-ord-F4-ff-N-T13u.png,Clarinet in Bb,ff
ClBb-ord-F#4-ff-N-T24u.png,Clarinet in Bb,ff
ClBb-ord-G4-ff-N-T30u.png,Clarinet in Bb,ff
ClBb-ord-G#4-ff-N-N.png,Clarinet in Bb,ff
ClBb-ord-A4-ff-N-N.png,Clarinet in Bb,ff
ClBb-ord-A#4-ff-N-N.png,Clarinet in Bb,ff
ClBb-ord-B4-ff-N-T21u.png,Clarinet in Bb,ff
ClBb-ord-C5-ff-N-N.png,Clarinet in Bb,ff
ClBb-ord-C#5-ff-N-T13u.png,Clarinet in Bb,ff
ClBb-ord-D5-ff-N-T14u.png,Clarinet in Bb,ff
ClBb-ord-D#5-ff-N-T11u.png,Clarinet in Bb,ff
ClBb-ord-E5-ff-N-N.png,Clarinet in Bb,ff
ClBb-ord-F5-ff-N-N.png,Clarinet in Bb,ff
ClBb-ord-F#5-ff-N-N.png,Clarinet in Bb,ff
ClBb-ord-G5-ff-N-T12u.png,Clarinet in Bb,ff
ClBb-ord-G#5-ff-N-N.png,Clarinet in Bb,ff
ClBb-ord-A5-ff-N-N.png,Clarinet in Bb,ff
ClBb-ord-A#5-ff-N-N.png,Clarinet in Bb,ff
ClBb-ord-B5-ff-N-N.png,Clarinet in Bb,ff
ClBb-ord-C6-ff-N-N.png,Clarinet in Bb,ff
ClBb-ord-C#6-ff-N-N.png,Clarinet in Bb,ff
ClBb-ord-D6-ff-N-N.png,Clarinet in Bb,ff
ClBb-ord-D#6-ff-N-N.png,Clarinet in Bb,ff
ClBb-ord-E6-ff-N-T10d.png,Clarinet in Bb,ff
ClBb-ord-F6-ff-N-T10u.png,Clarinet in Bb,ff
ClBb-ord-F#6-ff-N-T15u.png,Clarinet in Bb,ff
ClBb-ord-G6-ff-N-N.png,Clarinet in Bb,ff
Fl-ord-B3-pp-N-T19u.png,Flute,pp
Fl-ord-C4-pp-N-N.png,Flute,pp
Fl-ord-C#4-pp-N-N.png,Flute,pp
Fl-ord-D4-pp-N-N.png,Flute,pp
Fl-ord-D#4-pp-N-N.png,Flute,pp
Fl-ord-E4-pp-N-N.png,Flute,pp
Fl-ord-F4-pp-N-N.png,Flute,pp
Fl-ord-F#4-pp-N-N.png,Flute,pp
Fl-ord-G4-pp-N-N.png,Flute,pp
Fl-ord-G#4-pp-N-N.png,Flute,pp
Fl-ord-A4-pp-N-T18u.png,Flute,pp
Fl-ord-A#4-pp-N-T11u.png,Flute,pp
Fl-ord-B4-pp-N-N.png,Flute,pp
Fl-ord-C5-pp-N-N.png,Flute,pp
Fl-ord-C#5-pp-N-T10u.png,Flute,pp
Fl-ord-D5-pp-N-N.png,Flute,pp
Fl-ord-D#5-pp-N-T10u.png,Flute,pp
Fl-ord-E5-pp-N-T13u.png,Flute,pp
Fl-ord-F5-pp-N-N.png,Flute,pp
Fl-ord-F#5-pp-N-N.png,Flute,pp
Fl-ord-G5-pp-N-T11u.png,Flute,pp
Fl-ord-G#5-pp-N-N.png,Flute,pp
Fl-ord-A5-pp-N-N.png,Flute,pp
Fl-ord-A#5-pp-N-N.png,Flute,pp
Fl-ord-B5-pp-N-N.png,Flute,pp
Fl-ord-C6-pp-N-N.png,Flute,pp
Fl-ord-C#6-pp-N-T12d.png,Flute,pp
Fl-ord-D6-pp-N-N.png,Flute,pp
Fl-ord-D#6-pp-N-N.png,Flute,pp
Fl-ord-E6-pp-N-N.png,Flute,pp
Fl-ord-F6-pp-N-N.png,Flute,pp
Fl-ord-F#6-pp-N-N.png,Flute,pp
Fl-ord-G6-pp-N-N.png,Flute,pp
Fl-ord-G#6-pp-N-N.png,Flute,pp
Fl-ord-A6-pp-N-N.png,Flute,pp
Fl-ord-A#6-pp-N-N.png,Flute,pp
Fl-ord-B6-pp-N-T11u.png,Flute,pp
Fl-ord-C7-pp-N-N.png,Flute,pp
Fl-ord-C#7-p-N-T12u.png,Flute,p
Fl-ord-D7-p-N-N.png,Flute,p
Fl-ord-B3-mf-N-N.png,Flute,mf
Fl-ord-C4-mf-N-T14d.png,Flute,mf
Fl-ord-C#4-mf-N-N.png,Flute,mf
Fl-ord-D4-mf-N-N.png,Flute,mf
Fl-ord-D#4-mf-N-N.png,Flute,mf
Fl-ord-E4-mf-N-N.png,Flute,mf
Fl-ord-F4-mf-N-N.png,Flute,mf
Fl-ord-F#4-mf-N-N.png,Flute,mf
Fl-ord-G4-mf-N-N.png,Flute,mf
Fl-ord-G#4-mf-N-N.png,Flute,mf
Fl-ord-A4-mf-N-N.png,Flute,mf
Fl-ord-A#4-mf-N-N.png,Flute,mf
Fl-ord-B4-mf-N-N.png,Flute,mf
Fl-ord-C5-mf-N-T17d.png,Flute,mf
Fl-ord-C#5-mf-N-N.png,Flute,mf
Fl-ord-D5-mf-N-T11d.png,Flute,mf
Fl-ord-D#5-mf-N-N.png,Flute,mf
Fl-ord-E5-mf-N-N.png,Flute,mf
Fl-ord-F5-mf-N-N.png,Flute,mf
Fl-ord-F#5-mf-N-N.png,Flute,mf
Fl-ord-G5-mf-N-T16d.png,Flute,mf
Fl-ord-G#5-mf-N-N.png,Flute,mf
Fl-ord-A5-mf-N-T11d.png,Flute,mf
Fl-ord-A#5-mf-N-T18d.png,Flute,mf
Fl-ord-B5-mf-N-T17d.png,Flute,mf
Fl-ord-C6-mf-N-T25d.png,Flute,mf
Fl-ord-C#6-mf-N-T15d.png,Flute,mf
Fl-ord-D6-mf-N-T11d.png,Flute,mf
Fl-ord-D#6-mf-N-T12d.png,Flute,mf
Fl-ord-E6-mf-N-T17d.png,Flute,mf
Fl-ord-F6-mf-N-N.png,Flute,mf
Fl-ord-F#6-mf-N-T10d.png,Flute,mf
Fl-ord-G6-mf-N-N.png,Flute,mf
Fl-ord-G#6-mf-N-T14d.png,Flute,mf
Fl-ord-A6-mf-N-N.png,Flute,mf
Fl-ord-A#6-mf-N-T11d.png,Flute,mf
Fl-ord-B6-mf-N-N.png,Flute,mf
Fl-ord-C7-mf-N-N.png,Flute,mf
Fl-ord-B3-ff-N-N.png,Flute,ff
Fl-ord-C4-ff-N-N.png,Flute,ff
Fl-ord-C#4-ff-N-N.png,Flute,ff
Fl-ord-D4-ff-N-N.png,Flute,ff
Fl-ord-D#4-ff-N-N.png,Flute,ff
Fl-ord-E4-ff-N-N.png,Flute,ff
Fl-ord-F4-ff-N-N.png,Flute,ff
Fl-ord-F#4-ff-N-N.png,Flute,ff
Fl-ord-G4-ff-N-N.png,Flute,ff
Fl-ord-G#4-ff-N-N.png,Flute,ff
Fl-ord-A4-ff-N-N.png,Flute,ff
Fl-ord-A#4-ff-N-N.png,Flute,ff
Fl-ord-B4-ff-N-T10d.png,Flute,ff
Fl-ord-C5-ff-N-T19d.png,Flute,ff
Fl-ord-C#5-ff-N-N.png,Flute,ff
Fl-ord-D5-ff-N-N.png,Flute,ff
Fl-ord-D#5-ff-N-N.png,Flute,ff
Fl-ord-E5-ff-N-N.png,Flute,ff
Fl-ord-F5-ff-N-T13d.png,Flute,ff
Fl-ord-F#5-ff-N-T11d.png,Flute,ff
Fl-ord-G5-ff-N-T14d.png,Flute,ff
Fl-ord-G#5-ff-N-T19d.png,Flute,ff
Fl-ord-A5-ff-N-T22d.png,Flute,ff
Fl-ord-A#5-ff-N-T21d.png,Flute,ff
Fl-ord-B5-ff-N-T20d.png,Flute,ff
Fl-ord-C6-ff-N-T38d.png,Flute,ff
Fl-ord-C#6-ff-N-T30d.png,Flute,ff
Fl-ord-D6-ff-N-T20d.png,Flute,ff
Fl-ord-D#6-ff-N-T16d.png,Flute,ff
Fl-ord-E6-ff-N-T25d.png,Flute,ff
Fl-ord-F6-ff-N-T15d.png,Flute,ff
Fl-ord-F#6-ff-N-T19d.png,Flute,ff
Fl-ord-G6-ff-N-N.png,Flute,ff
Fl-ord-G#6-ff-N-T17d.png,Flute,ff
Fl-ord-A6-ff-N-T13d.png,Flute,ff
Fl-ord-A#6-ff-N-T15d.png,Flute,ff
Fl-ord-B6-ff-N-T21d.png,Flute,ff
Fl-ord-C7-ff-N-N.png,Flute,ff
Fl-ord-C#7-ff-N-N.png,Flute,ff
Fl-ord-D7-ff-N-N.png,Flute,ff
Ob-ord-A#3-pp-N-T12d.png,Oboe,pp
Ob-ord-B3-pp-N-N.png,Oboe,pp
Ob-ord-C4-pp-N-N.png,Oboe,pp
Ob-ord-C#4-pp-N-R100u.png,Oboe,pp
Ob-ord-D4-pp-N-N.png,Oboe,pp
Ob-ord-D#4-pp-N-N.png,Oboe,pp
Ob-ord-E4-pp-N-R100u.png,Oboe,pp
Ob-ord-F4-pp-N-N.png,Oboe,pp
Ob-ord-F#4-pp-N-N.png,Oboe,pp
Ob-ord-G4-pp-N-N.png,Oboe,pp
Ob-ord-G#4-pp-N-N.png,Oboe,pp
Ob-ord-A4-pp-N-N.png,Oboe,pp
Ob-ord-A#4-pp-N-N.png,Oboe,pp
Ob-ord-B4-pp-N-N.png,Oboe,pp
Ob-ord-C5-pp-N-N.png,Oboe,pp
Ob-ord-C#5-pp-N-N.png,Oboe,pp
Ob-ord-D5-pp-N-N.png,Oboe,pp
Ob-ord-D#5-pp-N-N.png,Oboe,pp
Ob-ord-E5-pp-N-N.png,Oboe,pp
Ob-ord-F5-pp-N-N.png,Oboe,pp
Ob-ord-F#5-pp-N-T12d.png,Oboe,pp
Ob-ord-G5-pp-N-N.png,Oboe,pp
Ob-ord-G#5-pp-N-T11u.png,Oboe,pp
Ob-ord-A5-pp-N-N.png,Oboe,pp
Ob-ord-A#5-pp-N-T14u.png,Oboe,pp
Ob-ord-B5-pp-N-T20u.png,Oboe,pp
Ob-ord-C6-pp-N-T13u.png,Oboe,pp
Ob-ord-C#6-pp-N-T10u.png,Oboe,pp
Ob-ord-D6-pp-N-N.png,Oboe,pp
Ob-ord-D#6-pp-N-N.png,Oboe,pp
Ob-ord-E6-pp-N-T23u.png,Oboe,pp
Ob-ord-F6-pp-N-T11u.png,Oboe,pp
Ob-ord-F#6-pp-N-N.png,Oboe,pp
Ob-ord-G6-pp-N-T19u.png,Oboe,pp
Ob-ord-G#6-pp-N-T12d.png,Oboe,pp
Ob-ord-A6-pp-N-N.png,Oboe,pp
Ob-ord-A#3-mf-N-N.png,Oboe,mf
Ob-ord-B3-mf-N-N.png,Oboe,mf
Ob-ord-C4-mf-N-N.png,Oboe,mf
Ob-ord-C#4-mf-N-N.png,Oboe,mf
Ob-ord-D4-mf-N-N.png,Oboe,mf
Ob-ord-D#4-mf-N-N.png,Oboe,mf
Ob-ord-E4-mf-N-N.png,Oboe,mf
Ob-ord-F4-mf-N-N.png,Oboe,mf
Ob-ord-F#4-mf-N-N.png,Oboe,mf
Ob-ord-G4-mf-N-R100u.png,Oboe,mf
Ob-ord-G#4-mf-N-N.png,Oboe,mf
Ob-ord-A4-mf-N-N.png,Oboe,mf
Ob-ord-A#4-mf-N-R100u.png,Oboe,mf
Ob-ord-B4-mf-N-N.png,Oboe,mf
Ob-ord-C5-mf-N-N.png,Oboe,mf
Ob-ord-C#5-mf-N-N.png,Oboe,mf
Ob-ord-D5-mf-N-N.png,Oboe,mf
Ob-ord-D#5-mf-N-N.png,Oboe,mf
Ob-ord-E5-mf-N-T10u.png,Oboe,mf
Ob-ord-F5-mf-N-T12u.png,Oboe,mf
Ob-ord-F#5-mf-N-N.png,Oboe,mf
Ob-ord-G5-mf-N-N.png,Oboe,mf
Ob-ord-G#5-mf-N-N.png,Oboe,mf
Ob-ord-A5-mf-N-T11u.png,Oboe,mf
Ob-ord-A#5-mf-N-N.png,Oboe,mf
Ob-ord-B5-mf-N-T12u.png,Oboe,mf
Ob-ord-C6-mf-N-N.png,Oboe,mf
Ob-ord-C#6-mf-N-N.png,Oboe,mf
Ob-ord-D6-mf-N-N.png,Oboe,mf
Ob-ord-D#6-mf-N-N.png,Oboe,mf
Ob-ord-E6-mf-N-T22u.png,Oboe,mf
Ob-ord-F6-mf-N-N.png,Oboe,mf
Ob-ord-F#6-mf-N-T12u.png,Oboe,mf
Ob-ord-G6-mf-N-T15u.png,Oboe,mf
Ob-ord-G#6-mf-N-N.png,Oboe,mf
Ob-ord-A#3-ff-N-T10d.png,Oboe,ff
Ob-ord-B3-ff-N-N.png,Oboe,ff
Ob-ord-C4-ff-N-N.png,Oboe,ff
Ob-ord-C#4-ff-N-N.png,Oboe,ff
Ob-ord-D4-ff-N-N.png,Oboe,ff
Ob-ord-D#4-ff-N-N.png,Oboe,ff
Ob-ord-E4-ff-N-N.png,Oboe,ff
Ob-ord-F4-ff-N-N.png,Oboe,ff
Ob-ord-F#4-ff-N-T11d.png,Oboe,ff
Ob-ord-G4-ff-N-N.png,Oboe,ff
Ob-ord-G#4-ff-N-N.png,Oboe,ff
Ob-ord-A4-ff-N-N.png,Oboe,ff
Ob-ord-A#4-ff-N-N.png,Oboe,ff
Ob-ord-B4-ff-N-T13d.png,Oboe,ff
Ob-ord-C5-ff-N-N.png,Oboe,ff
Ob-ord-C#5-ff-N-N.png,Oboe,ff
Ob-ord-D5-ff-N-N.png,Oboe,ff
Ob-ord-D#5-ff-N-N.png,Oboe,ff
Ob-ord-E5-ff-N-N.png,Oboe,ff
Ob-ord-F5-ff-N-T10u.png,Oboe,ff
Ob-ord-F#5-ff-N-N.png,Oboe,ff
Ob-ord-G5-ff-N-N.png,Oboe,ff
